JointType,posX,posY,posZ,orientationW,orientationX,orientationY,orientationZ,elapsedInMillis
ElbowLeft,-0.1987423,0.3282556,3.033981,0.2953628,-0.4099773,0.1569282,0.8485594,13069.1724
WristLeft,-0.2696299,0.4686161,2.848285,0.6281732,-0.1880782,-0.6275474,0.4197728,13069.1724
HandLeft,-0.2940143,0.5355986,2.823616,0.7176442,-0.01216492,-0.6549705,0.2363314,13069.1724
ShoulderRight,0.314555,0.5363986,3.018616,0.08550984,0.7368507,0.6688668,-0.04854233,13069.1724
ElbowRight,0.4253156,0.3391163,3.133141,-0.1683217,0.2232804,0.2875376,0.9160436,13069.1724
WristRight,0.6080552,0.4790619,2.940871,-0.4104836,0.4916613,0.7515422,-0.1579773,13069.1724
HandRight,0.6494154,0.5425829,2.9118,-0.4195999,0.3260127,0.8456684,-0.04996516,13069.1724
HipLeft,0.08437266,0.01634775,3.063748,-0.09294716,0.7001833,-0.6834916,0.1842367,13069.1724
KneeLeft,0.06756581,-0.3813241,3.1148,-0.02983489,-0.7007434,0.06012382,0.7102491,13069.1724
AnkleLeft,0.1046035,-0.7613202,3.14674,-0.06383022,-0.6027911,0.004032177,0.7953315,13069.1724
FootLeft,0.08751001,-0.8354501,3.067591,0,0,0,0,13069.1724
HipRight,0.2441588,0.02445937,3.060096,-0.1035931,0.6595531,0.7150728,-0.2071937,13069.1724
KneeRight,0.3089281,-0.4004812,3.047544,-0.06329288,0.7125527,0.04374133,0.6973874,13069.1724
AnkleRight,0.3390535,-0.7745596,3.059851,-0.01907773,0.6644021,0.03895291,0.7461156,13069.1724
FootRight,0.3540034,-0.8366351,2.975561,0,0,0,0,13069.1724
SpineShoulder,0.1390368,0.5523982,3.007831,-0.01205031,-0.02441978,0.9952927,-0.09301072,13069.1724
HandTipLeft,-0.3330287,0.593744,2.781681,0,0,0,0,13069.1724
ThumbLeft,-0.3295752,0.5234324,2.814857,0,0,0,0,13069.1724
HandTipRight,0.6946355,0.6032419,2.886494,0,0,0,0,13069.1724
ThumbRight,0.5984372,0.5481504,2.8572,0,0,0,0,13069.1724
SpineBase,0.175487,0.02090484,3.08945,-0.01116185,-0.02694424,0.9969498,-0.07239173,13101.4139
SpineMid,0.1583057,0.3276675,3.044823,-0.01088432,-0.02696439,0.9969528,-0.07238424,13101.4139
Neck,0.1411008,0.6265694,2.987694,-0.009624576,-0.0278615,0.9934467,-0.1104302,13101.4139
Head,0.1456319,0.7618057,2.926039,0,0,0,0,13101.4139
ShoulderLeft,-0.03039957,0.5256635,3.022901,0.09607486,0.758489,-0.6437628,0.03214758,13101.4139
ElbowLeft,-0.2051391,0.3460615,3.012707,0.3493177,-0.3963155,0.1410745,0.8372629,13101.4139
WristLeft,-0.2500711,0.5121093,2.84153,0.6538155,-0.2030348,-0.6439264,0.3415565,13101.4139
HandLeft,-0.2722547,0.5841631,2.823432,0.7385049,0.006680748,-0.6475151,0.1878567,13101.4139
ShoulderRight,0.3251257,0.535958,3.015556,0.08329869,0.7382594,0.6678266,-0.04518921,13101.4139
ElbowRight,0.4427425,0.3398127,3.119918,-0.1897563,0.2201885,0.2717994,0.9174065,13101.4139
WristRight,0.6002451,0.5075783,2.927846,-0.4182858,0.4338731,0.7777458,-0.1786126,13101.4139
HandRight,0.6265195,0.5812638,2.896642,-0.4622277,0.2328965,0.8507563,-0.09120596,13101.4139
HipLeft,0.0937928,0.01682359,3.055831,-0.09587426,0.7005551,-0.6839103,0.1797145,13101.4139
KneeLeft,0.07117269,-0.3818794,3.111654,-0.02867994,-0.6998532,0.06918827,0.7103491,13101.4139
AnkleLeft,0.1053139,-0.7583385,3.144734,-0.06226407,-0.5985105,0.007918691,0.7986524,13101.4139
FootLeft,0.08740761,-0.8351865,3.0675,0,0,0,0,13101.4139
HipRight,0.2531334,0.02450771,3.051749,-0.1069507,0.6606153,0.7137323,-0.2067248,13101.4139
KneeRight,0.3108967,-0.3996279,3.047578,-0.05068806,0.714625,0.0450298,0.6962143,13101.4139
AnkleRight,0.3394664,-0.7741001,3.060518,-0.01691664,0.6651751,0.03818836,0.7455183,13101.4139
FootRight,0.3541022,-0.8366985,2.975612,0,0,0,0,13101.4139
SpineShoulder,0.1454435,0.5529821,3.004229,-0.01016282,-0.02725995,0.99559,-0.08918655,13101.4139
HandTipLeft,-0.2986764,0.6551331,2.79737,0,0,0,0,13101.4139
ThumbLeft,-0.3110176,0.5787529,2.813893,0,0,0,0,13101.4139
HandTipRight,0.6633884,0.6546758,2.875919,0,0,0,0,13101.4139
ThumbRight,0.5730714,0.5817593,2.84675,0,0,0,0,13101.4139
SpineBase,0.1809804,0.02156245,3.08514,-0.01376051,-0.02291879,0.9969979,-0.07266819,13134.4267
SpineMid,0.1661433,0.3290018,3.040265,-0.0122142,-0.02303146,0.997018,-0.07263256,13134.4267
Neck,0.1514211,0.6287261,2.983297,-0.00982093,-0.02365015,0.993649,-0.1095718,13134.4267
Head,0.1560751,0.7635326,2.923976,0,0,0,0,13134.4267
ShoulderLeft,-0.02419315,0.5270203,3.01791,0.09390622,0.758537,-0.6439678,0.03329632,13134.4267
ElbowLeft,-0.2078011,0.3575292,3.000437,0.3826211,-0.3627499,0.1236115,0.8406746,13134.4267
WristLeft,-0.2394924,0.5450623,2.84842,0.7216148,-0.2101276,-0.6036413,0.2659616,13134.4267
HandLeft,-0.2489393,0.6133791,2.8276,0.7676451,-0.07210931,-0.6203828,0.1436882,13134.4267
ShoulderRight,0.3346806,0.5355024,3.010292,0.08109319,0.7426193,0.6631325,-0.04685887,13134.4267
ElbowRight,0.4979259,0.3324892,3.106573,-0.2518342,0.2580361,0.2666299,0.8938151,13134.4267
WristRight,0.5872127,0.5376217,2.89457,-0.4396869,0.3206669,0.799656,-0.2537681,13134.4267
HandRight,0.6038985,0.6074376,2.885805,-0.4165033,0.1312911,0.8995802,-0.006574752,13134.4267
HipLeft,0.09961535,0.01786606,3.051911,-0.09389123,0.6990777,-0.6856925,0.1797239,13134.4267
KneeLeft,0.07693459,-0.38229,3.105602,-0.0264766,-0.6977891,0.0672302,0.7126495,13134.4267
AnkleLeft,0.1059395,-0.7600372,3.143103,-0.06020672,-0.6019208,0.01634487,0.7961152,13134.4267
FootLeft,0.08697983,-0.8350018,3.064185,0,0,0,0,13134.4267
HipRight,0.2582127,0.02477231,3.047029,-0.1100484,0.6617953,0.7116963,-0.2083378,13134.4267
KneeRight,0.3131189,-0.3993517,3.047604,-0.04429414,0.7164642,0.0466517,0.6946514,13134.4267
AnkleRight,0.3397779,-0.7750944,3.06057,-0.01502005,0.6637754,0.03637793,0.7468958,13134.4267
FootRight,0.3543324,-0.8366764,2.975848,0,0,0,0,13134.4267
SpineShoulder,0.1551422,0.5549228,2.999747,-0.01026914,-0.02312423,0.9957299,-0.08877961,13134.4267
HandTipLeft,-0.276526,0.6981266,2.81225,0,0,0,0,13134.4267
ThumbLeft,-0.2859966,0.5935339,2.824137,0,0,0,0,13134.4267
HandTipRight,0.6273525,0.6877789,2.866962,0,0,0,0,13134.4267
ThumbRight,0.5508255,0.5972481,2.8399,0,0,0,0,13134.4267
SpineBase,0.1865639,0.02186305,3.080692,-0.0165076,-0.02218764,0.9969868,-0.07247457,13169.099
SpineMid,0.1720441,0.3296396,3.035925,-0.01193444,-0.02251983,0.9970521,-0.07237204,13169.099
Neck,0.1572765,0.629635,2.979254,-0.006607256,-0.02429551,0.9937401,-0.1088418,13169.099
Head,0.1634964,0.7646468,2.921475,0,0,0,0,13169.099
ShoulderLeft,-0.01619657,0.5279689,3.010863,0.08809306,0.7587903,-0.6442285,0.03803476,13169.099
ElbowLeft,-0.2069754,0.3754044,2.987757,0.4177704,-0.3522396,0.1207522,0.8287425,13169.099
WristLeft,-0.2310115,0.5659705,2.841313,0.7132215,-0.2071689,-0.6211317,0.250183,13169.099
HandLeft,-0.227762,0.6382651,2.831146,0.7347037,-0.06645758,-0.6744246,0.0307446,13169.099
ShoulderRight,0.3429062,0.5357055,3.006014,0.07976841,0.7433507,0.6624858,-0.04668222,13169.099
ElbowRight,0.5357304,0.3767739,3.035856,-0.3845571,0.2726818,0.1906435,0.8610548,13169.099
WristRight,0.5848898,0.5610414,2.888132,-0.4376477,0.247938,0.830898,-0.237907,13169.099
HandRight,0.5852063,0.624304,2.878567,-0.4582601,0.03665026,0.8856481,-0.06543525,13169.099
HipLeft,0.1050163,0.01833923,3.047893,-0.09200013,0.6988519,-0.6866634,0.1778631,13169.099
KneeLeft,0.08105313,-0.3823276,3.101208,-0.02479641,-0.6958299,0.06798957,0.7145512,13169.099
AnkleLeft,0.1059541,-0.7585871,3.140877,-0.05789723,-0.6035808,0.02184559,0.7948969,13169.099
FootLeft,0.08710719,-0.8351686,3.063867,0,0,0,0,13169.099
HipRight,0.2638158,0.02487879,3.042163,-0.111796,0.6622609,0.7106039,-0.2096522,13169.099
KneeRight,0.3179241,-0.3986383,3.046404,-0.04048573,0.7184262,0.04916005,0.6926817,13169.099
AnkleRight,0.3403471,-0.7752004,3.060604,-0.009785779,0.6622396,0.03378727,0.7484661,13169.099
FootRight,0.3545589,-0.8368588,2.976343,0,0,0,0,13169.099
SpineShoulder,0.161043,0.5557725,2.995615,-0.007009899,-0.02339963,0.9958051,-0.08817855,13169.099
HandTipLeft,-0.2413028,0.7227901,2.824513,0,0,0,0,13169.099
ThumbLeft,-0.2688282,0.632094,2.825692,0,0,0,0,13169.099
HandTipRight,0.5983823,0.7057983,2.863481,0,0,0,0,13169.099
ThumbRight,0.5314901,0.6094801,2.833095,0,0,0,0,13169.099
SpineBase,0.1963551,0.02229126,3.07242,-0.0127427,-0.02019193,0.9971926,-0.07097124,13201.4293
SpineMid,0.1832306,0.3307947,3.028433,-0.009454924,-0.02042581,0.9972292,-0.0709043,13201.4293
Neck,0.1698605,0.6315059,2.972555,-0.005505859,-0.02209659,0.9939684,-0.1072765,13201.4293
Head,0.1747415,0.7655152,2.916708,0,0,0,0,13201.4293
ShoulderLeft,-0.009071954,0.5290601,3.00578,0.09006562,0.7585753,-0.6444035,0.0345808,13201.4293
ElbowLeft,-0.2031694,0.3856814,2.977774,0.4380971,-0.3452835,0.1138839,0.8221196,13201.4293
WristLeft,-0.2152617,0.5825668,2.838992,0.7401103,-0.2178971,-0.6003319,0.2106162,13201.4293
HandLeft,-0.2106278,0.649828,2.830424,0.7644268,-0.07038969,-0.6406946,0.01439884,13201.4293
ShoulderRight,0.3505829,0.5370998,3.001053,0.08314828,0.7451136,0.660426,-0.04159043,13201.4293
ElbowRight,0.5370449,0.3857657,3.019866,-0.3963884,0.2697971,0.1695612,0.861008,13201.4293
WristRight,0.5796099,0.5775433,2.880492,-0.4453658,0.2257721,0.8365123,-0.2256624,13201.4293
HandRight,0.5738702,0.636922,2.870111,-0.4871875,0.0006431806,0.8677327,-0.0984268,13201.4293
HipLeft,0.1153316,0.01884806,3.039019,-0.09555508,0.6979595,-0.6864691,0.1802274,13201.4293
KneeLeft,0.08674019,-0.3849466,3.09302,-0.02139879,-0.6985929,0.07190423,0.7115755,13201.4293
AnkleLeft,0.1074948,-0.7615983,3.139935,-0.059129,-0.6017364,0.03283328,0.795826,13201.4293
FootLeft,0.08722346,-0.8351893,3.063622,0,0,0,0,13201.4293
HipRight,0.272838,0.02522036,3.034516,-0.1124486,0.6632003,0.7102834,-0.2074084,13201.4293
KneeRight,0.3219606,-0.3969373,3.046784,-0.02995719,0.7159795,0.05157849,0.6955687,13201.4293
AnkleRight,0.3420278,-0.7727665,3.062801,-0.005577301,0.6686288,0.03363935,0.7428142,13201.4293
FootRight,0.3547448,-0.8366894,2.976359,0,0,0,0,13201.4293
SpineShoulder,0.1732824,0.5574663,2.988714,-0.005855897,-0.02117186,0.9959932,-0.08668867,13201.4293
HandTipLeft,-0.2214741,0.7321016,2.828756,0,0,0,0,13201.4293
ThumbLeft,-0.2545736,0.6486772,2.828333,0,0,0,0,13201.4293
HandTipRight,0.5812892,0.7190568,2.861534,0,0,0,0,13201.4293
ThumbRight,0.5183412,0.6156878,2.829429,0,0,0,0,13201.4293
SpineBase,0.2038585,0.02243739,3.06644,-0.01759535,-0.02199541,0.9972296,-0.06884446,13234.8147
SpineMid,0.1894141,0.3312078,3.023838,-0.01298444,-0.02231348,0.9973004,-0.06874204,13234.8147
Neck,0.174708,0.6320734,2.969204,-0.007617303,-0.02409683,0.9941098,-0.10539,13234.8147
Head,0.1838516,0.7665324,2.911295,0,0,0,0,13234.8147
ShoulderLeft,-0.00184487,0.5307255,3.001216,0.08727071,0.7571989,-0.6464346,0.03399969,13234.8147
ElbowLeft,-0.2001668,0.3886722,2.975607,0.4431466,-0.3376986,0.1185648,0.8219022,13234.8147
WristLeft,-0.2054573,0.5879081,2.84003,0.7494571,-0.2236561,-0.5929456,0.1915918,13234.8147
HandLeft,-0.1983512,0.6535824,2.832432,0.7690752,-0.07831949,-0.6343229,-0.00488214,13234.8147
ShoulderRight,0.3585649,0.5372732,2.995576,0.07786493,0.7450827,0.6609483,-0.04400221,13234.8147
ElbowRight,0.5390247,0.3870407,3.014053,-0.3906189,0.2725292,0.1688193,0.862928,13234.8147
WristRight,0.573365,0.5814183,2.876045,-0.4476606,0.2081123,0.8385264,-0.2305707,13234.8147
HandRight,0.5661878,0.6410856,2.861428,-0.4929345,0.008505893,0.8598692,-0.1325447,13234.8147
HipLeft,0.1221406,0.01894085,3.033801,-0.0933858,0.6995081,-0.6866053,0.1747586,13234.8147
KneeLeft,0.0921344,-0.3866003,3.08081,-0.01374761,-0.6951189,0.06687875,0.7156451,13234.8147
AnkleLeft,0.1094146,-0.7627456,3.139794,-0.06508236,-0.6030857,0.04804878,0.7935636,13234.8147
FootLeft,0.08853795,-0.8342479,3.064135,0,0,0,0,13234.8147
HipRight,0.2808624,0.02541858,3.027756,-0.1152301,0.6627864,0.709936,-0.2083919,13234.8147
KneeRight,0.3270006,-0.396818,3.048334,-0.02020691,0.7194117,0.05596904,0.6920304,13234.8147
AnkleRight,0.3433233,-0.7737172,3.063975,-0.002177554,0.669503,0.02987114,0.7422053,13234.8147
FootRight,0.355248,-0.8368946,2.976858,0,0,0,0,13234.8147
SpineShoulder,0.1784633,0.5580057,2.985068,-0.008019617,-0.02318144,0.996107,-0.08467113,13234.8147
HandTipLeft,-0.2015418,0.7400149,2.833001,0,0,0,0,13234.8147
ThumbLeft,-0.2390731,0.6568688,2.823758,0,0,0,0,13234.8147
HandTipRight,0.5689241,0.7233334,2.851306,0,0,0,0,13234.8147
ThumbRight,0.5086082,0.6225491,2.824611,0,0,0,0,13234.8147
SpineBase,0.2103986,0.02162837,3.059041,-0.01843146,-0.02042442,0.9972271,-0.06914584,13269.6745
SpineMid,0.1968896,0.3304817,3.016235,-0.01247122,-0.02083731,0.9973195,-0.06902255,13269.6745
Neck,0.1829395,0.6314334,2.961544,-0.00585012,-0.02318584,0.9941514,-0.1053144,13269.6745
Head,0.1918458,0.767722,2.906404,0,0,0,0,13269.6745
ShoulderLeft,0.006935908,0.5292307,2.993357,0.08699766,0.7588385,-0.6445131,0.03461908,13269.6745
ElbowLeft,-0.1988675,0.390442,2.97434,0.4513103,-0.3255751,0.1325795,0.8202088,13269.6745
WristLeft,-0.1972148,0.5902416,2.83954,0.7494152,-0.2313908,-0.5940147,0.1788341,13269.6745
HandLeft,-0.1878373,0.6609243,2.82988,0.7656517,-0.09369172,-0.6363543,-0.007239417,13269.6745
ShoulderRight,0.3665132,0.5369329,2.988814,0.07964443,0.7446184,0.6613802,-0.04214938,13269.6745
ElbowRight,0.5484555,0.387586,3.002363,-0.3960662,0.2800765,0.1625424,0.8592256,13269.6745
WristRight,0.5682665,0.586148,2.8676,-0.4843192,0.1856765,0.8232539,-0.2306777,13269.6745
HandRight,0.5636085,0.6411857,2.850144,-0.5173262,0.04526129,0.8410895,-0.1513053,13269.6745
HipLeft,0.1285732,0.01821024,3.026572,-0.09199771,0.6992312,-0.6871223,0.1745716,13269.6745
KneeLeft,0.09697688,-0.386164,3.058721,0.0004514019,-0.6940522,0.05547664,0.7177837,13269.6745
AnkleLeft,0.1111831,-0.763647,3.137828,-0.07681107,-0.5986515,0.07114995,0.7941375,13269.6745
FootLeft,0.08863087,-0.8341048,3.063838,0,0,0,0,13269.6745
HipRight,0.2873175,0.02454736,3.020241,-0.1160579,0.6629418,0.7095506,-0.2087502,13269.6745
KneeRight,0.3336169,-0.3961011,3.048093,-0.01414622,0.7198753,0.06224357,0.6911621,13269.6745
AnkleRight,0.3455665,-0.7702558,3.066001,0.004414981,0.6759858,0.02839316,0.7363542,13269.6745
FootRight,0.3555058,-0.8366365,2.977005,0,0,0,0,13269.6745
SpineShoulder,0.1865298,0.5573451,2.977406,-0.006197423,-0.02204248,0.9961408,-0.08472928,13269.6745
HandTipLeft,-0.1874941,0.7490758,2.840598,0,0,0,0,13269.6745
ThumbLeft,-0.2313503,0.6629124,2.82,0,0,0,0,13269.6745
HandTipRight,0.5692059,0.7291718,2.851204,0,0,0,0,13269.6745
ThumbRight,0.5040036,0.626867,2.817095,0,0,0,0,13269.6745
SpineBase,0.2159356,0.02147803,3.055034,-0.02256841,-0.01852359,0.9971501,-0.0695641,13301.6073
SpineMid,0.2034372,0.3300709,3.012035,-0.0200449,-0.01869958,0.9972041,-0.069517,13301.6073
Neck,0.1904842,0.6307253,2.95717,-0.01689352,-0.02041076,0.9940211,-0.1059249,13301.6073
Head,0.1991421,0.7668409,2.902168,0,0,0,0,13301.6073
ShoulderLeft,0.01280773,0.5307615,2.991794,0.09226072,0.7548234,-0.6487654,0.02886283,13301.6073
ElbowLeft,-0.1946995,0.3950095,2.971349,0.4577003,-0.3270034,0.1330665,0.8160101,13301.6073
WristLeft,-0.1885125,0.5950629,2.837105,0.7692069,-0.2421022,-0.5686548,0.1622923,13301.6073
HandLeft,-0.1801458,0.660876,2.830135,0.7934819,-0.07980298,-0.603059,-0.01838194,13301.6073
ShoulderRight,0.3749721,0.5334852,2.979791,0.07091913,0.7488396,0.6568208,-0.05287807,13301.6073
ElbowRight,0.5580792,0.386013,2.994788,-0.3994615,0.27625,0.1656549,0.8582976,13301.6073
WristRight,0.5673543,0.587051,2.862663,-0.3946666,0.1363576,0.8727924,-0.2527416,13301.6073
HandRight,0.5656224,0.644438,2.842238,-0.4085777,0.05740175,0.8966209,-0.1607485,13301.6073
HipLeft,0.1335426,0.01844439,3.02319,-0.08820692,0.6982664,-0.6892445,0.1720044,13301.6073
KneeLeft,0.09884293,-0.3878748,3.04019,0.01634704,-0.6903493,0.04448021,0.7219225,13301.6073
AnkleLeft,0.1126343,-0.765188,3.133379,-0.08595473,-0.5884424,0.08661874,0.7992775,13301.6073
FootLeft,0.0882491,-0.8348448,3.062592,0,0,0,0,13301.6073
HipRight,0.293333,0.02396528,3.015558,-0.1176729,0.6643683,0.7074326,-0.2104918,13301.6073
KneeRight,0.3399991,-0.3971546,3.048635,-0.00969059,0.7226517,0.06674963,0.6879136,13301.6073
AnkleRight,0.3458334,-0.7701367,3.066505,0.0102603,0.6706033,0.02299131,0.7413888,13301.6073
FootRight,0.3560748,-0.83681,2.977754,0,0,0,0,13301.6073
SpineShoulder,0.1938301,0.5567151,2.973075,-0.01723719,-0.01947663,0.996015,-0.08530961,13301.6073
HandTipLeft,-0.1816207,0.7513114,2.842455,0,0,0,0,13301.6073
ThumbLeft,-0.2291499,0.6632408,2.828,0,0,0,0,13301.6073
HandTipRight,0.564602,0.7268969,2.836584,0,0,0,0,13301.6073
ThumbRight,0.5421053,0.6894262,2.806364,0,0,0,0,13301.6073
SpineBase,0.2233816,0.01985906,3.045955,-0.03846738,-0.01585388,0.9966891,-0.06985507,13335.01
SpineMid,0.2118549,0.3283847,3.002928,-0.02901765,-0.01651535,0.997009,-0.06970164,13335.01
Neck,0.1997849,0.6289709,2.948046,-0.01896025,-0.01881395,0.9940077,-0.105996,13335.01
Head,0.2073702,0.7647889,2.891288,0,0,0,0,13335.01
ShoulderLeft,0.02041179,0.527395,2.983908,0.09398848,0.7573344,-0.6456633,0.02701177,13335.01
ElbowLeft,-0.1911373,0.39721,2.969322,0.4670504,-0.3112535,0.1423535,0.815304,13335.01
WristLeft,-0.1836099,0.5977989,2.836033,0.7468898,-0.2356711,-0.5986614,0.1679862,13335.01
HandLeft,-0.174706,0.6617588,2.824665,0.762074,-0.1107365,-0.6379401,0.003603698,13335.01
ShoulderRight,0.3811908,0.532097,2.969786,0.06952048,0.7487624,0.6569216,-0.0545515,13335.01
ElbowRight,0.5609934,0.3834613,2.99598,-0.3790974,0.3007246,0.1992545,0.8521428,13335.01
WristRight,0.5674585,0.5734853,2.847014,-0.5033395,0.185725,0.8000053,-0.268602,13335.01
HandRight,0.5668008,0.6405429,2.825875,-0.5228638,0.07644545,0.8387244,-0.1315704,13335.01
HipLeft,0.1400698,0.01736733,3.01653,-0.07706726,0.6983293,-0.6927956,0.1625767,13335.01
KneeLeft,0.09580111,-0.3914505,3.002871,0.05089939,-0.6763391,0.02427192,0.7344288,13335.01
AnkleLeft,0.1125659,-0.7663296,3.122355,-0.1076208,-0.5801815,0.1116334,0.7995906,13335.01
FootLeft,0.08908072,-0.8349732,3.060498,0,0,0,0,13335.01
HipRight,0.3015223,0.0217729,3.003725,-0.1263776,0.6644458,0.70342,-0.2184967,13335.01
KneeRight,0.3443201,-0.398789,3.047737,0.003952093,0.7333097,0.07230208,0.6760279,13335.01
AnkleRight,0.3465514,-0.7710467,3.066242,0.01439379,0.6690264,0.02045539,0.7428177,13335.01
FootRight,0.3565082,-0.837465,2.978111,0,0,0,0,13335.01
SpineShoulder,0.2029225,0.5549783,2.963953,-0.01927049,-0.01783637,0.9960026,-0.08537795,13335.01
HandTipLeft,-0.1710996,0.7513622,2.836065,0,0,0,0,13335.01
ThumbLeft,-0.2143874,0.6694446,2.811843,0,0,0,0,13335.01
HandTipRight,0.5683711,0.7242602,2.819535,0,0,0,0,13335.01
ThumbRight,0.5072702,0.6209893,2.795053,0,0,0,0,13335.01
SpineBase,0.2269749,0.01962469,3.039603,-0.04080347,-0.01438353,0.9965865,-0.07031012,13370.0581
SpineMid,0.2162601,0.3278358,2.996326,-0.03331849,-0.01491112,0.9968648,-0.07020012,13370.0581
Neck,0.2049942,0.6280776,2.941163,-0.02525293,-0.01683565,0.9938301,-0.1066791,13370.0581
Head,0.2115341,0.7637366,2.883995,0,0,0,0,13370.0581
ShoulderLeft,0.02351068,0.5261244,2.980688,0.1005069,0.7577268,-0.6444429,0.02101832,13370.0581
ElbowLeft,-0.1878244,0.3980081,2.967568,0.4692279,-0.308063,0.1448718,0.8148218,13370.0581
WristLeft,-0.1796156,0.5986074,2.83434,0.7554709,-0.2388749,-0.5878182,0.1633165,13370.0581
HandLeft,-0.1694739,0.6636781,2.821128,0.7684149,-0.1249063,-0.6276326,0.003775433,13370.0581
ShoulderRight,0.3865376,0.5305752,2.961625,0.06757823,0.7497182,0.6557105,-0.05830491,13370.0581
ElbowRight,0.5637096,0.3803272,2.992818,-0.3680237,0.305489,0.2098722,0.8527536,13370.0581
WristRight,0.5688955,0.567434,2.839845,-0.4697463,0.177435,0.8162989,-0.2855022,13370.0581
HandRight,0.5693179,0.6397986,2.810725,-0.4852847,0.09637566,0.853431,-0.1639086,13370.0581
HipLeft,0.144032,0.01761111,3.010596,-0.0755135,0.6966233,-0.694869,0.1617738,13370.0581
KneeLeft,0.09197198,-0.385204,2.971755,0.07947013,-0.6711053,0.007782341,0.7370492,13370.0581
AnkleLeft,0.1099097,-0.7665707,3.099236,-0.1107222,-0.5672091,0.1183384,0.8074717,13370.0581
FootLeft,0.08892269,-0.8394949,3.053587,0,0,0,0,13370.0581
HipRight,0.304588,0.02110648,2.997192,-0.127917,0.6656251,0.7014363,-0.2203802,13370.0581
KneeRight,0.3468818,-0.3990338,3.046301,0.00896436,0.7347603,0.07592484,0.6740047,13370.0581
AnkleRight,0.3466986,-0.7707208,3.066287,0.01810963,0.6672335,0.01983426,0.7443642,13370.0581
FootRight,0.3567242,-0.8376074,2.977994,0,0,0,0,13370.0581
SpineShoulder,0.207934,0.5541745,2.957143,-0.02555409,-0.01598036,0.9958391,-0.08599973,13370.0581
HandTipLeft,-0.1707083,0.7484514,2.828933,0,0,0,0,13370.0581
ThumbLeft,-0.2106405,0.6693286,2.809308,0,0,0,0,13370.0581
HandTipRight,0.567337,0.7211883,2.800195,0,0,0,0,13370.0581
ThumbRight,0.5104325,0.6152567,2.777957,0,0,0,0,13370.0581
SpineBase,0.2307291,0.02078079,3.034092,-0.04227245,-0.01459672,0.9965635,-0.06972203,13403.0792
