JointType,posX,posY,posZ,orientationW,orientationX,orientationY,orientationZ,elapsedInMillis
AnkleLeft,-0.2115478,-0.9627674,2.87817,-0.02029761,-0.6227438,0.01514046,0.782016,20116.6519
FootLeft,-0.2344948,-1.02664,2.777838,0,0,0,0,20116.6519
HipRight,-0.02444755,-0.1602297,2.835222,-0.1397785,0.6936966,0.6938734,-0.1333667,20116.6519
KneeRight,-0.01124458,-0.5925087,2.872643,0.01838646,0.6829154,0.04189728,0.7290632,20116.6519
AnkleRight,-0.03160075,-0.9713522,2.903354,0.04545544,0.5897969,0.01678788,0.8060966,20116.6519
FootRight,-0.01479976,-1.036024,2.845015,0,0,0,0,20116.6519
SpineShoulder,-0.09628046,0.3973184,2.864344,0.0153087,0.003506643,0.9998388,-0.00870278,20116.6519
HandTipLeft,-0.2489401,0.3959231,2.572675,0,0,0,0,20116.6519
ThumbLeft,-0.2068574,0.3034022,2.6699,0,0,0,0,20116.6519
HandTipRight,0.08497927,0.3746791,2.583645,0,0,0,0,20116.6519
ThumbRight,0.03188048,0.2981447,2.666889,0,0,0,0,20116.6519
SpineBase,-0.1028524,-0.1615511,2.866106,0.03001812,0.006757416,0.999508,0.006080319,20150.0026
SpineMid,-0.09861821,0.1605556,2.870152,0.02377458,0.006719306,0.999676,0.006122407,20150.0026
Neck,-0.09509792,0.4740167,2.867244,0.01718584,0.00694591,0.9996957,-0.01627492,20150.0026
Head,-0.077421,0.6165483,2.844067,0,0,0,0,20150.0026
ShoulderLeft,-0.245393,0.34538,2.840607,-0.07212666,0.8104528,-0.5786521,0.05590922,20150.0026
ElbowLeft,-0.4124422,0.2242402,2.741418,0.4658482,-0.6389521,0.1357644,0.5969035,20150.0026
WristLeft,-0.2922734,0.3532804,2.596342,0.757706,-0.1540691,0.4565564,-0.4401143,20150.0026
HandLeft,-0.2838912,0.3808216,2.597968,0.8908445,0.08946801,0.4289188,-0.1200843,20150.0026
ShoulderRight,0.05168473,0.3345907,2.851139,-0.05220331,0.8316572,0.5522327,-0.02569176,20150.0026
ElbowRight,0.2051754,0.1768266,2.786577,-0.3724385,0.6184583,0.1319221,0.679261,20150.0026
WristRight,0.123968,0.3205633,2.628112,0.754591,-0.2131375,-0.4946236,0.3748499,20150.0026
HandRight,0.111992,0.3564757,2.617518,0.8427898,-0.03965443,-0.4964649,0.2040971,20150.0026
HipLeft,-0.1785053,-0.1574616,2.824654,0.1810771,-0.6689914,0.7006336,-0.1696294,20150.0026
KneeLeft,-0.2170347,-0.595503,2.859355,-0.001241804,0.7275139,-0.05886548,-0.6835619,20150.0026
AnkleLeft,-0.2114655,-0.9617326,2.878082,-0.02183608,-0.6219332,0.0152695,0.7826168,20150.0026
FootLeft,-0.2345546,-1.026232,2.777599,0,0,0,0,20150.0026
HipRight,-0.02489397,-0.1617029,2.833853,-0.1434382,0.6952959,0.6917554,-0.1321494,20150.0026
KneeRight,-0.01163128,-0.5937204,2.872347,0.01936493,0.6858383,0.04278782,0.7262369,20150.0026
AnkleRight,-0.03125256,-0.9720169,2.903551,0.04526234,0.5961158,0.0175521,0.8014295,20150.0026
FootRight,-0.01493531,-1.037342,2.843607,0,0,0,0,20150.0026
SpineShoulder,-0.09621556,0.3967038,2.869743,0.01723782,0.005071281,0.9998381,-0.0009532705,20150.0026
HandTipLeft,-0.250926,0.451845,2.582714,0,0,0,0,20150.0026
ThumbLeft,-0.2230585,0.3452435,2.639333,0,0,0,0,20150.0026
HandTipRight,0.08277533,0.4291454,2.597024,0,0,0,0,20150.0026
ThumbRight,0.05282394,0.3411767,2.638286,0,0,0,0,20150.0026
SpineBase,-0.1036008,-0.1619921,2.86553,0.02888038,0.007371328,0.9995121,0.009341119,20183.0293
SpineMid,-0.09901824,0.160724,2.871695,0.02016947,0.007289649,0.9997258,0.009404997,20183.0293
Neck,-0.09451526,0.4757248,2.872342,0.01096239,0.008981169,0.99984,-0.01091998,20183.0293
Head,-0.07815338,0.6170777,2.850582,0,0,0,0,20183.0293
ShoulderLeft,-0.2562894,0.3313659,2.85014,-0.05799523,0.8298765,-0.5537474,0.03612961,20183.0293
ElbowLeft,-0.4305924,0.2346744,2.736108,0.5255992,-0.6015418,0.1149627,0.5904884,20183.0293
WristLeft,-0.3161729,0.3694596,2.591738,0.7074738,-0.1102369,0.5428894,-0.4388621,20183.0293
HandLeft,-0.2893935,0.4255493,2.603117,0.8505756,0.186539,0.4694203,-0.1461813,20183.0293
ShoulderRight,0.06226797,0.3287613,2.857706,-0.04494015,0.8361902,0.5463206,-0.0173244,20183.0293
ElbowRight,0.2232206,0.1851238,2.783574,-0.414696,0.5827061,0.1148095,0.6894198,20183.0293
WristRight,0.1465265,0.3387355,2.633379,0.7206959,-0.170393,-0.5632884,0.3664287,20183.0293
HandRight,0.1236301,0.4078779,2.617696,0.8007043,0.003152923,-0.5682335,0.1896663,20183.0293
HipLeft,-0.1797875,-0.1578021,2.824273,0.1813096,-0.6695206,0.7009131,-0.1661025,20183.0293
KneeLeft,-0.2172481,-0.5948628,2.858787,-0.0006410574,0.7266803,-0.05797347,-0.6845249,20183.0293
AnkleLeft,-0.2114559,-0.9614411,2.878194,-0.02262083,-0.6215495,0.01580119,0.7828887,20183.0293
FootLeft,-0.2346681,-1.025928,2.777579,0,0,0,0,20183.0293
HipRight,-0.02519702,-0.1622233,2.833155,-0.1453605,0.6960838,0.6910191,-0.1297316,20183.0293
KneeRight,-0.01207358,-0.5924359,2.871357,0.0193832,0.6867258,0.04258794,0.7254091,20183.0293
AnkleRight,-0.03120929,-0.9723113,2.903661,0.04537016,0.5940063,0.01913344,0.8029521,20183.0293
FootRight,-0.01341924,-1.037791,2.840583,0,0,0,0,20183.0293
SpineShoulder,-0.09593086,0.3979707,2.874025,0.01103944,0.006559851,0.9999059,0.004838525,20183.0293
HandTipLeft,-0.2519886,0.5030515,2.594865,0,0,0,0,20183.0293
ThumbLeft,-0.2245957,0.3928549,2.629667,0,0,0,0,20183.0293
HandTipRight,0.0999938,0.4953229,2.610147,0,0,0,0,20183.0293
ThumbRight,0.0684127,0.3828729,2.6252,0,0,0,0,20183.0293
SpineBase,-0.1041765,-0.1610591,2.865496,0.02759682,0.007675601,0.9995103,0.01259724,20218.0719
SpineMid,-0.09944746,0.1616356,2.873762,0.01913228,0.007568657,0.9997082,0.01266178,20218.0719
Neck,-0.09443586,0.4760958,2.875425,0.01024007,0.00957891,0.999847,-0.01045472,20218.0719
Head,-0.0801653,0.6183738,2.856333,0,0,0,0,20218.0719
ShoulderLeft,-0.2653944,0.3368064,2.857962,-0.04533457,0.81822,-0.5724766,0.02704328,20218.0719
ElbowLeft,-0.44565,0.2582536,2.739131,0.5672068,-0.5478048,0.08556203,0.6089872,20218.0719
WristLeft,-0.3263763,0.4157911,2.618893,0.6559646,-0.006367962,0.6405096,-0.399271,20218.0719
HandLeft,-0.2991051,0.4695874,2.609386,0.7129179,0.09710176,0.657479,-0.2236979,20218.0719
ShoulderRight,0.07293873,0.3369114,2.865337,-0.03261707,0.8191226,0.5726027,-0.01002362,20218.0719
ElbowRight,0.2404176,0.2065129,2.780062,-0.4554706,0.5425826,0.08670551,0.7004519,20218.0719
WristRight,0.1709518,0.3727567,2.641117,0.6275254,-0.1002867,-0.6866885,0.3530063,20218.0719
HandRight,0.1386262,0.4413863,2.623948,0.6949091,0.06797331,-0.6769624,0.2328151,20218.0719
HipLeft,-0.1804679,-0.15676,2.824494,0.1822751,-0.669794,0.7011161,-0.1630587,20218.0719
KneeLeft,-0.2181275,-0.5935346,2.858097,-0.001629349,0.7257731,-0.05746844,-0.6855276,20218.0719
AnkleLeft,-0.211389,-0.9596975,2.878442,-0.02441472,-0.6198373,0.0160685,0.7841858,20218.0719
FootLeft,-0.2352139,-1.025707,2.776688,0,0,0,0,20218.0719
HipRight,-0.02561988,-0.1613658,2.832968,-0.1477723,0.6967254,0.6901881,-0.1279736,20218.0719
KneeRight,-0.01212882,-0.5923641,2.870952,0.01892401,0.6877081,0.04259539,0.7244895,20218.0719
AnkleRight,-0.03098631,-0.9720087,2.903605,0.04544025,0.5966828,0.01957702,0.8009503,20218.0719
FootRight,-0.01368437,-1.035964,2.840817,0,0,0,0,20218.0719
SpineShoulder,-0.09593852,0.3985462,2.877032,0.01034737,0.007475477,0.9998953,0.006822091,20218.0719
HandTipLeft,-0.258979,0.5470747,2.611045,0,0,0,0,20218.0719
ThumbLeft,-0.2489542,0.4239578,2.598,0,0,0,0,20218.0719
HandTipRight,0.1131404,0.5242862,2.619419,0,0,0,0,20218.0719
ThumbRight,0.07206206,0.4227332,2.606833,0,0,0,0,20218.0719
SpineBase,-0.1042926,-0.1608826,2.865299,0.02598936,0.007745724,0.9995281,0.0144246,20250.574
SpineMid,-0.09953432,0.161881,2.874741,0.01780992,0.007627437,0.9997073,0.0144875,20250.574
Neck,-0.0943671,0.4763001,2.877543,0.009214777,0.009689576,0.9998698,-0.009032398,20250.574
Head,-0.08078381,0.6183954,2.859531,0,0,0,0,20250.574
ShoulderLeft,-0.2716394,0.3382293,2.85924,-0.04649014,0.81322,-0.5795297,0.02563543,20250.574
ElbowLeft,-0.4560184,0.2896799,2.730374,0.6240201,-0.5154909,0.07152317,0.5828829,20250.574
WristLeft,-0.3332671,0.4454831,2.620364,0.6702447,0.008728275,0.6278791,-0.3955548,20250.574
HandLeft,-0.3130555,0.494214,2.615335,0.7186501,0.09676248,0.6658143,-0.1756998,20250.574
ShoulderRight,0.07547247,0.3378342,2.866346,-0.03506578,0.8167477,0.5758382,-0.01019536,20250.574
ElbowRight,0.2516754,0.2223611,2.776844,-0.49091,0.5151686,0.08225169,0.6977416,20250.574
WristRight,0.1852963,0.3922721,2.638402,-0.6158199,0.09703095,0.7012468,-0.345838,20250.574
HandRight,0.156038,0.4712588,2.628924,-0.6824764,-0.0868597,0.7072145,-0.162877,20250.574
HipLeft,-0.1804904,-0.1566997,2.824484,0.1828047,-0.6706055,0.7005352,-0.1616203,20250.574
KneeLeft,-0.2184183,-0.5937576,2.858002,-0.002001688,0.7246558,-0.05758224,-0.686698,20250.574
AnkleLeft,-0.2130817,-0.9657266,2.875159,-0.01992207,-0.6205595,0.01361615,0.783788,20250.574
FootLeft,-0.2370646,-1.028118,2.772501,0,0,0,0,20250.574
HipRight,-0.02585311,-0.1610127,2.832444,-0.1505087,0.6959605,0.6903495,-0.128077,20250.574
KneeRight,-0.01271219,-0.5917818,2.870007,0.01896058,0.6888809,0.04195859,0.7234107,20250.574
AnkleRight,-0.03082108,-0.9717634,2.903559,0.04516593,0.5910569,0.02140673,0.8050799,20250.574
FootRight,-0.01400124,-1.036614,2.846077,0,0,0,0,20250.574
SpineShoulder,-0.09588239,0.3987913,2.878929,0.009335681,0.007787993,0.9998876,0.008766273,20250.574
HandTipLeft,-0.2722372,0.5683311,2.620202,0,0,0,0,20250.574
ThumbLeft,-0.2505853,0.4668917,2.601636,0,0,0,0,20250.574
HandTipRight,0.123467,0.5557358,2.629269,0,0,0,0,20250.574
ThumbRight,0.09035847,0.4525281,2.605734,0,0,0,0,20250.574
SpineBase,-0.1045877,-0.1606126,2.865252,0.0242657,0.007544701,0.9995357,0.01680986,20282.6438
SpineMid,-0.09997765,0.1623044,2.87623,0.0177493,0.00743496,0.9996727,0.01685869,20282.6438
Neck,-0.09475108,0.476673,2.88005,0.010866,0.009646685,0.9998642,-0.007780171,20282.6438
Head,-0.08175854,0.6194183,2.862793,0,0,0,0,20282.6438
ShoulderLeft,-0.2758139,0.3421777,2.859344,-0.05111789,0.8059408,-0.5891176,0.02804807,20282.6438
ElbowLeft,-0.463012,0.3058856,2.730782,0.6469412,-0.478354,0.05062325,0.5916771,20282.6438
WristLeft,-0.3486757,0.4736254,2.62536,0.6647114,0.01121492,0.651778,-0.3649909,20282.6438
HandLeft,-0.3270263,0.5342306,2.625742,0.7063659,0.1211764,0.6869486,-0.1202711,20282.6438
ShoulderRight,0.07863574,0.3388162,2.867723,-0.03778566,0.8140312,0.579508,-0.009786505,20282.6438
ElbowRight,0.2638529,0.2391568,2.777741,-0.5267965,0.4651481,0.06830944,0.708136,20282.6438
WristRight,0.2047047,0.4254469,2.644017,-0.6127337,0.09305467,0.7196316,-0.3130953,20282.6438
HandRight,0.174603,0.5007775,2.636111,-0.6781929,-0.1018221,0.7086383,-0.165887,20282.6438
HipLeft,-0.1808216,-0.1563638,2.824738,0.1833081,-0.6709372,0.7006966,-0.1589513,20282.6438
KneeLeft,-0.2187917,-0.5947449,2.858137,-0.002226186,0.7234734,-0.05734886,-0.6879624,20282.6438
AnkleLeft,-0.2129314,-0.9666445,2.875804,-0.02090507,-0.6207522,0.01371295,0.7836081,20282.6438
FootLeft,-0.2369734,-1.028869,2.772375,0,0,0,0,20282.6438
HipRight,-0.02614932,-0.1607299,2.832148,-0.1529015,0.6960021,0.6898782,-0.127555,20282.6438
KneeRight,-0.01312874,-0.5915804,2.869378,0.01886432,0.6901245,0.04154638,0.7222508,20282.6438
AnkleRight,-0.03144344,-0.9715395,2.903496,0.04568128,0.5859632,0.02213087,0.8087463,20282.6438
FootRight,-0.01380396,-1.036237,2.846176,0,0,0,0,20282.6438
SpineShoulder,-0.09625916,0.3991998,2.881239,0.01099822,0.007962136,0.9998529,0.01048436,20282.6438
HandTipLeft,-0.2833177,0.6146961,2.643672,0,0,0,0,20282.6438
ThumbLeft,-0.2612725,0.5046303,2.611125,0,0,0,0,20282.6438
HandTipRight,0.1413624,0.5866759,2.644913,0,0,0,0,20282.6438
ThumbRight,0.1104663,0.4800374,2.612455,0,0,0,0,20282.6438
SpineBase,-0.104698,-0.1602147,2.865206,0.02509382,0.00724992,0.9994987,0.0178894,20317.624
SpineMid,-0.1003023,0.1628854,2.876887,0.01968003,0.007152922,0.99962,0.0179284,20317.624
Neck,-0.09530712,0.4772977,2.880729,0.01393687,0.009122895,0.9998297,-0.007937924,20317.624
Head,-0.08170796,0.6195887,2.864093,0,0,0,0,20317.624
ShoulderLeft,-0.2783371,0.3451461,2.857713,-0.05512375,0.8012139,-0.5949599,0.03225268,20317.624
ElbowLeft,-0.468741,0.322659,2.731225,0.6705716,-0.4435248,0.03719126,0.593495,20317.624
WristLeft,-0.3639396,0.4957323,2.63079,0.6979783,-0.01042221,0.6292244,-0.3417518,20317.624
HandLeft,-0.3466746,0.5573291,2.631883,0.7364645,0.09750041,0.6625673,-0.09548961,20317.624
ShoulderRight,0.08269534,0.3402633,2.86826,-0.03797378,0.8105662,0.5843441,-0.009074391,20317.624
ElbowRight,0.2734068,0.2505468,2.779871,-0.5477933,0.4317029,0.06037064,0.71408,20317.624
WristRight,0.2171571,0.4511439,2.64888,-0.6340408,0.09639527,0.711024,-0.2883486,20317.624
HandRight,0.1929668,0.5284874,2.642838,-0.6869722,-0.08210398,0.7098962,-0.1318161,20317.624
HipLeft,-0.1809216,-0.1559757,2.824588,0.1844513,-0.6710709,0.7003481,-0.1586002,20317.624
KneeLeft,-0.2195836,-0.5944594,2.857716,-0.002940214,0.7240551,-0.05769029,-0.687319,20317.624
AnkleLeft,-0.2128346,-0.9672958,2.875774,-0.02210511,-0.6204394,0.01335784,0.783829,20317.624
FootLeft,-0.2366913,-1.029154,2.77297,0,0,0,0,20317.624
HipRight,-0.02623065,-0.1603141,2.832249,-0.1529159,0.6961488,0.689951,-0.1263373,20317.624
KneeRight,-0.01317042,-0.5918565,2.868525,0.01800572,0.6895199,0.04073597,0.7228961,20317.624
AnkleRight,-0.03151934,-0.972183,2.903438,0.04622348,0.5840204,0.02303253,0.8100945,20317.624
FootRight,-0.01368679,-1.036958,2.846642,0,0,0,0,20317.624
SpineShoulder,-0.09673806,0.399821,2.881939,0.01406844,0.007668814,0.9998159,0.01055274,20317.624
HandTipLeft,-0.3050512,0.6387628,2.645936,0,0,0,0,20317.624
ThumbLeft,-0.2883779,0.5359803,2.616,0,0,0,0,20317.624
HandTipRight,0.1611318,0.6129797,2.650478,0,0,0,0,20317.624
ThumbRight,0.1295932,0.510551,2.621833,0,0,0,0,20317.624
SpineBase,-0.1049156,-0.1597235,2.865186,0.02531366,0.006956595,0.9994705,0.01922314,20350.6499
SpineMid,-0.100728,0.1638109,2.877742,0.02110966,0.006875681,0.9995682,0.01925223,20350.6499
Neck,-0.09595396,0.4786176,2.881862,0.01660942,0.008599754,0.9997956,-0.00767279,20350.6499
Head,-0.08190185,0.6205694,2.865817,0,0,0,0,20350.6499
ShoulderLeft,-0.2821633,0.3477581,2.855834,-0.06027503,0.7973698,-0.599358,0.03658363,20350.6499
ElbowLeft,-0.4775462,0.3382509,2.736713,0.6920016,-0.3928209,0.01945542,0.6053486,20350.6499
WristLeft,-0.387477,0.5226696,2.64376,0.7194027,-0.02562227,0.6258771,-0.3001352,20350.6499
HandLeft,-0.3712319,0.5824861,2.641664,0.7543877,0.0727207,0.6427637,-0.1116505,20350.6499
ShoulderRight,0.08529224,0.3419266,2.86858,-0.03982587,0.8083932,0.5872236,-0.009100813,20350.6499
ElbowRight,0.2811821,0.2627981,2.782043,-0.5697803,0.3900476,0.04532393,0.7219134,20350.6499
WristRight,0.2384435,0.4743868,2.657649,-0.5873831,0.08796646,0.7613288,-0.2600414,20350.6499
HandRight,0.2146234,0.5492966,2.652586,-0.6344607,-0.09642266,0.7569441,-0.1232808,20350.6499
HipLeft,-0.1810972,-0.1554825,2.824563,0.1854799,-0.6712429,0.7000921,-0.1578008,20350.6499
KneeLeft,-0.2201517,-0.5946974,2.857635,-0.003272211,0.7242166,-0.05787252,-0.6871319,20350.6499
AnkleLeft,-0.2126666,-0.9673463,2.876086,-0.02320164,-0.6196375,0.01318739,0.7844343,20350.6499
FootLeft,-0.2367829,-1.029092,2.772713,0,0,0,0,20350.6499
HipRight,-0.02643389,-0.1598607,2.83228,-0.1534268,0.69648,0.6896769,-0.1253866,20350.6499
KneeRight,-0.01318109,-0.5914537,2.867825,0.01725181,0.6893569,0.04028261,0.7230954,20350.6499
AnkleRight,-0.03134823,-0.9725426,2.903397,0.04649403,0.5859019,0.02371339,0.8086995,20350.6499
FootRight,-0.01381118,-1.037383,2.846713,0,0,0,0,20350.6499
SpineShoulder,-0.09730797,0.4010485,2.883031,0.01674068,0.007391689,0.9997718,0.01102056,20350.6499
HandTipLeft,-0.3385611,0.6711934,2.655885,0,0,0,0,20350.6499
ThumbLeft,-0.3069938,0.5702454,2.629546,0,0,0,0,20350.6499
HandTipRight,0.1863199,0.6343718,2.666382,0,0,0,0,20350.6499
ThumbRight,0.1530247,0.5305468,2.626,0,0,0,0,20350.6499
SpineBase,-0.1052108,-0.1589572,2.865045,0.02726478,0.00606785,0.9994158,0.01969619,20384.2576
SpineMid,-0.101628,0.1648647,2.877912,0.02312239,0.005986165,0.9995202,0.01972116,20384.2576
Neck,-0.09790054,0.4801877,2.88162,0.01871392,0.006395367,0.9997675,-0.008591196,20384.2576
Head,-0.08184225,0.6216363,2.866112,0,0,0,0,20384.2576
ShoulderLeft,-0.2856205,0.3496433,2.854062,-0.06254438,0.7956587,-0.6012022,0.03964044,20384.2576
ElbowLeft,-0.4848199,0.3453785,2.74235,0.700307,-0.3626224,0.0153262,0.6146871,20384.2576
WristLeft,-0.4095769,0.5360786,2.64932,0.7198964,-0.04586238,0.6366207,-0.2726898,20384.2576
HandLeft,-0.398515,0.6048303,2.649645,0.743468,0.0548233,0.6640038,-0.05786769,20384.2576
ShoulderRight,0.08661621,0.3425356,2.868414,-0.0395668,0.808203,0.5875077,-0.008782627,20384.2576
ElbowRight,0.2865365,0.2711843,2.78524,-0.5849476,0.3575759,0.03679369,0.727064,20384.2576
WristRight,0.2588686,0.4866292,2.665956,-0.6376508,0.1207871,0.726702,-0.2252026,20384.2576
HandRight,0.2447434,0.5683712,2.663559,-0.6727877,-0.05321535,0.7347443,-0.06837824,20384.2576
HipLeft,-0.1813667,-0.154649,2.824133,0.1871851,-0.6708745,0.6998919,-0.1582418,20384.2576
KneeLeft,-0.220972,-0.5961097,2.857516,-0.003309224,0.7256075,-0.0582719,-0.6856291,20384.2576
AnkleLeft,-0.2126245,-0.9693031,2.875976,-0.02407204,-0.6191205,0.01247748,0.7848279,20384.2576
FootLeft,-0.23676,-1.029201,2.772651,0,0,0,0,20384.2576
HipRight,-0.02672041,-0.1591202,2.832443,-0.152303,0.6968031,0.6898154,-0.1241937,20384.2576
KneeRight,-0.01305409,-0.5916929,2.866872,0.01590127,0.6879016,0.03962803,0.724547,20384.2576
AnkleRight,-0.03098665,-0.9735243,2.902311,0.04606547,0.5862184,0.02368987,0.8084953,20384.2576
FootRight,-0.01370754,-1.038577,2.846343,0,0,0,0,20384.2576
SpineShoulder,-0.09891962,0.4024687,2.882936,0.01882597,0.005896143,0.9997506,0.01046268,20384.2576
HandTipLeft,-0.3743,0.6849121,2.660072,0,0,0,0,20384.2576
ThumbLeft,-0.3325385,0.5996408,2.6349,0,0,0,0,20384.2576
HandTipRight,0.2238256,0.6558186,2.679601,0,0,0,0,20384.2576
ThumbRight,0.1871359,0.5506142,2.6365,0,0,0,0,20384.2576
SpineBase,-0.1057455,-0.1580216,2.865045,0.02899008,0.006142925,0.9993688,0.01959294,20418.0477
SpineMid,-0.1021384,0.1654386,2.877838,0.02447371,0.006054323,0.9994896,0.0196205,20418.0477
Neck,-0.09852082,0.4806147,2.88095,0.0196809,0.006009688,0.9997399,-0.009832529,20418.0477
Head,-0.08172173,0.6220198,2.866271,0,0,0,0,20418.0477
ShoulderLeft,-0.2877925,0.3509321,2.853066,-0.06248321,0.7936632,-0.6037441,0.04108078,20418.0477
ElbowLeft,-0.4911538,0.3494921,2.750648,0.704859,-0.3221412,0.003428523,0.6319707,20418.0477
WristLeft,-0.4425484,0.5492,2.659784,0.7347828,-0.08447625,0.6359481,-0.2202909,20418.0477
HandLeft,-0.4336824,0.6227017,2.658561,0.7585406,0.03269511,0.6488067,-0.05096206,20418.0477
ShoulderRight,0.08874695,0.343861,2.868233,-0.03818787,0.8057461,0.5909633,-0.008788842,20418.0477
ElbowRight,0.2957747,0.293954,2.788024,-0.6241736,0.3137542,0.02741689,0.7149923,20418.0477
WristRight,0.285823,0.4995011,2.682684,-0.6142317,0.1309909,0.7531775,-0.1956641,20418.0477
HandRight,0.2774481,0.5781092,2.673536,-0.6382798,-0.003631302,0.7658256,-0.07808096,20418.0477
HipLeft,-0.1818214,-0.1537497,2.823904,0.1880185,-0.6707876,0.6995111,-0.1593029,20418.0477
KneeLeft,-0.2223126,-0.5933915,2.855852,-0.005090753,0.7267888,-0.05813593,-0.6843773,20418.0477
AnkleLeft,-0.2126128,-0.9694807,2.87581,-0.02651188,-0.6183809,0.01285174,0.7853261,20418.0477
FootLeft,-0.2368018,-1.028727,2.772536,0,0,0,0,20418.0477
HipRight,-0.02729068,-0.1581551,2.832746,-0.1512029,0.6968703,0.6901818,-0.1231197,20418.0477
KneeRight,-0.01314926,-0.5906996,2.865907,0.01443273,0.6866707,0.03897833,0.7257794,20418.0477
AnkleRight,-0.03073189,-0.9735458,2.902031,0.04613625,0.5875921,0.02453388,0.8074684,20418.0477
FootRight,-0.01364766,-1.038646,2.846233,0,0,0,0,20418.0477
SpineShoulder,-0.0994847,0.4029234,2.882459,0.01979605,0.005777581,0.9997411,0.009615271,20418.0477
HandTipLeft,-0.4159524,0.7281479,2.675028,0,0,0,0,20418.0477
ThumbLeft,-0.3680397,0.6205304,2.650534,0,0,0,0,20418.0477
HandTipRight,0.2564309,0.6640561,2.681306,0,0,0,0,20418.0477
ThumbRight,0.2195859,0.56796,2.643938,0,0,0,0,20418.0477
SpineBase,-0.1068823,-0.156839,2.86524,0.03331446,0.007131803,0.9992377,0.01906532,20449.7256
