HipLeft,-0.01200355,0.01517082,2.564841,6064.7242
KneeLeft,-0.08155085,-0.4287058,2.55189,6064.7242
AnkleLeft,-0.102135,-0.798174,2.554571,6064.7242
FootLeft,-0.1392675,-0.8703415,2.471029,6064.7242
HipRight,0.1483386,0.004754562,2.575812,6064.7242
KneeRight,0.1565131,-0.42286,2.583826,6064.7242
AnkleRight,0.1228298,-0.7974209,2.594885,6064.7242
FootRight,0.1502102,-0.867437,2.518035,6064.7242
SpineShoulder,0.09473757,0.5599412,2.567122,6064.7242
HandTipLeft,-0.5995048,0.2398266,2.344795,6064.7242
ThumbLeft,-0.5012785,0.3135397,2.321143,6064.7242
HandTipRight,0.7615054,0.1828742,2.572564,6064.7242
ThumbRight,0.6767346,0.2458878,2.523539,6064.7242
SpineBase,0.06719025,0.01064437,2.60346,6097.3451
SpineMid,0.08153547,0.3285553,2.586439,6097.3451
Neck,0.09512918,0.6361354,2.555272,6097.3451
Head,0.1516502,0.7734225,2.536658,6097.3451
ShoulderLeft,-0.06402438,0.5354742,2.560138,6097.3451
ElbowLeft,-0.2644893,0.3689972,2.563664,6097.3451
WristLeft,-0.4739784,0.3220686,2.375318,6097.3451
HandLeft,-0.5360314,0.3303331,2.345881,6097.3451
ShoulderRight,0.2780491,0.5135791,2.594696,6097.3451
ElbowRight,0.3868516,0.3084822,2.643874,6097.3451
WristRight,0.6069329,0.2636093,2.555708,6097.3451
HandRight,0.6995185,0.2601894,2.546754,6097.3451
HipLeft,-0.01404524,0.01572378,2.559978,6097.3451
KneeLeft,-0.08319144,-0.4253963,2.550961,6097.3451
AnkleLeft,-0.102349,-0.7982143,2.554238,6097.3451
FootLeft,-0.1392069,-0.8702744,2.470901,6097.3451
HipRight,0.1464632,0.005266881,2.571222,6097.3451
KneeRight,0.1552689,-0.4221129,2.580683,6097.3451
AnkleRight,0.1224735,-0.7966999,2.594488,6097.3451
FootRight,0.1503474,-0.8676196,2.51914,6097.3451
SpineShoulder,0.09191067,0.5606804,2.56549,6097.3451
HandTipLeft,-0.612677,0.3123039,2.331017,6097.3451
ThumbLeft,-0.5215264,0.3786841,2.303267,6097.3451
HandTipRight,0.7798166,0.2393407,2.567783,6097.3451
ThumbRight,0.6997764,0.3050034,2.508909,6097.3451
SpineBase,0.06530406,0.01145211,2.599763,6136.3714
SpineMid,0.07888073,0.3294086,2.584366,6136.3714
Neck,0.09126425,0.6371941,2.55481,6136.3714
Head,0.1475157,0.7745207,2.536181,6136.3714
ShoulderLeft,-0.06593582,0.5361936,2.55883,6136.3714
ElbowLeft,-0.2669933,0.3589647,2.566955,6136.3714
WristLeft,-0.5101033,0.3809893,2.346193,6136.3714
HandLeft,-0.5527146,0.3971169,2.331709,6136.3714
ShoulderRight,0.2746629,0.5158924,2.593661,6136.3714
ElbowRight,0.4028421,0.3204857,2.636214,6136.3714
WristRight,0.6269621,0.3144232,2.547855,6136.3714
HandRight,0.7134184,0.3231432,2.535296,6136.3714
HipLeft,-0.01587923,0.01649845,2.556274,6136.3714
KneeLeft,-0.08467191,-0.4221117,2.549756,6136.3714
AnkleLeft,-0.1023593,-0.7982279,2.554197,6136.3714
FootLeft,-0.1393956,-0.8706415,2.472125,6136.3714
HipRight,0.1445788,0.006078849,2.567541,6136.3714
KneeRight,0.1542682,-0.4227379,2.578137,6136.3714
AnkleRight,0.1223073,-0.7966306,2.594042,6136.3714
FootRight,0.1506441,-0.8678337,2.519173,6136.3714
SpineShoulder,0.08841255,0.5616691,2.56458,6136.3714
HandTipLeft,-0.6332974,0.3921219,2.318099,6136.3714
ThumbLeft,-0.5431987,0.4551444,2.3035,6136.3714
HandTipRight,0.7916136,0.3087064,2.55953,6136.3714
ThumbRight,0.714663,0.3731889,2.505818,6136.3714
SpineBase,0.06386182,0.01256002,2.596604,6169.3771
SpineMid,0.07699981,0.3299594,2.582756,6169.3771
Neck,0.08889673,0.637349,2.554558,6169.3771
Head,0.14301,0.7754842,2.53583,6169.3771
ShoulderLeft,-0.07008607,0.5377209,2.557411,6169.3771
ElbowLeft,-0.2801733,0.3641284,2.560359,6169.3771
WristLeft,-0.4926997,0.4318607,2.344245,6169.3771
HandLeft,-0.5593914,0.4617282,2.318328,6169.3771
ShoulderRight,0.2713702,0.5191356,2.592881,6169.3771
ElbowRight,0.4108039,0.3305472,2.631466,6169.3771
WristRight,0.6308592,0.3594002,2.537415,6169.3771
HandRight,0.716173,0.387635,2.525467,6169.3771
HipLeft,-0.01708152,0.01736034,2.553224,6169.3771
KneeLeft,-0.08533321,-0.422941,2.549571,6169.3771
AnkleLeft,-0.1024367,-0.7981459,2.554126,6169.3771
FootLeft,-0.139766,-0.8706347,2.470381,6169.3771
HipRight,0.1429168,0.007415561,2.564262,6169.3771
KneeRight,0.1535511,-0.4227982,2.575962,6169.3771
AnkleRight,0.1219336,-0.7974024,2.593066,6169.3771
FootRight,0.1507452,-0.8685156,2.518982,6169.3771
SpineShoulder,0.0861866,0.5619199,2.563989,6169.3771
HandTipLeft,-0.6413097,0.4692456,2.30458,6169.3771
ThumbLeft,-0.5420459,0.518145,2.291333,6169.3771
HandTipRight,0.7991692,0.3810159,2.544192,6169.3771
ThumbRight,0.7118343,0.4364131,2.503072,6169.3771
SpineBase,0.06180615,0.01331374,2.593818,6202.4026
SpineMid,0.07325561,0.3309345,2.580847,6202.4026
Neck,0.0828468,0.6385857,2.554236,6202.4026
Head,0.1390373,0.7754865,2.535344,6202.4026
ShoulderLeft,-0.0734159,0.5386556,2.556546,6202.4026
ElbowLeft,-0.3045356,0.3832146,2.546788,6202.4026
WristLeft,-0.4977203,0.4909109,2.33337,6202.4026
HandLeft,-0.5575619,0.5273631,2.309478,6202.4026
ShoulderRight,0.2672494,0.5214974,2.591086,6202.4026
ElbowRight,0.4244935,0.3459998,2.623527,6202.4026
WristRight,0.6337995,0.4181907,2.528817,6202.4026
HandRight,0.7158187,0.4539989,2.516139,6202.4026
HipLeft,-0.01869005,0.01777286,2.550956,6202.4026
KneeLeft,-0.08603268,-0.4232887,2.549174,6202.4026
AnkleLeft,-0.1026161,-0.7978073,2.554638,6202.4026
FootLeft,-0.1397879,-0.8711357,2.471787,6202.4026
HipRight,0.1404245,0.008543053,2.560899,6202.4026
KneeRight,0.1530424,-0.4221048,2.574492,6202.4026
AnkleRight,0.1218413,-0.7971938,2.592508,6202.4026
FootRight,0.1501886,-0.8678957,2.518799,6202.4026
SpineShoulder,0.08073359,0.5630941,2.563179,6202.4026
HandTipLeft,-0.6344501,0.557149,2.294764,6202.4026
ThumbLeft,-0.5301841,0.5803729,2.2844,6202.4026
HandTipRight,0.7923342,0.4675379,2.533339,6202.4026
ThumbRight,0.6985483,0.4993708,2.496176,6202.4026
SpineBase,0.05979835,0.01396549,2.591449,6234.4128
SpineMid,0.07045864,0.3315814,2.579731,6234.4128
Neck,0.07919278,0.63921,2.554605,6234.4128
Head,0.1347306,0.7770885,2.53673,6234.4128
ShoulderLeft,-0.07864824,0.5393352,2.555767,6234.4128
ElbowLeft,-0.3131248,0.395858,2.538182,6234.4128
WristLeft,-0.4890128,0.541046,2.337792,6234.4128
HandLeft,-0.5455951,0.5900825,2.304285,6234.4128
ShoulderRight,0.2643006,0.5227889,2.590601,6234.4128
ElbowRight,0.4392016,0.3627971,2.61413,6234.4128
WristRight,0.6320772,0.4685652,2.516195,6234.4128
HandRight,0.7018785,0.5206853,2.50577,6234.4128
HipLeft,-0.02036536,0.01813617,2.548178,6234.4128
KneeLeft,-0.08647543,-0.4233259,2.548636,6234.4128
AnkleLeft,-0.103416,-0.7969285,2.554964,6234.4128
FootLeft,-0.1399606,-0.8709522,2.470184,6234.4128
HipRight,0.1381161,0.009454478,2.558887,6234.4128
KneeRight,0.1524554,-0.4220919,2.572962,6234.4128
AnkleRight,0.1216709,-0.7974162,2.591058,6234.4128
FootRight,0.1503789,-0.8681002,2.518854,6234.4128
SpineShoulder,0.07727779,0.5637289,2.563145,6234.4128
HandTipLeft,-0.6199202,0.6282946,2.294833,6234.4128
ThumbLeft,-0.5106901,0.6422146,2.280154,6234.4128
HandTipRight,0.7787347,0.5497596,2.527949,6234.4128
ThumbRight,0.6791648,0.5681711,2.487928,6234.4128
SpineBase,0.05700799,0.01448838,2.589003,6267.4335
SpineMid,0.06731269,0.3323716,2.578319,6267.4335
Neck,0.07608473,0.6401432,2.554363,6267.4335
Head,0.13025,0.777581,2.537104,6267.4335
ShoulderLeft,-0.08319823,0.540093,2.554046,6267.4335
ElbowLeft,-0.325221,0.4130165,2.525585,6267.4335
WristLeft,-0.480604,0.6019303,2.314003,6267.4335
HandLeft,-0.525265,0.6540886,2.298807,6267.4335
ShoulderRight,0.2601095,0.5245893,2.588953,6267.4335
ElbowRight,0.4309561,0.359829,2.611561,6267.4335
WristRight,0.6175554,0.5224331,2.503736,6267.4335
HandRight,0.6764023,0.5826475,2.492541,6267.4335
HipLeft,-0.02277574,0.01842717,2.545821,6267.4335
KneeLeft,-0.08700334,-0.4231173,2.547781,6267.4335
AnkleLeft,-0.1035106,-0.7966092,2.555116,6267.4335
FootLeft,-0.1401193,-0.8709248,2.469917,6267.4335
HipRight,0.1350467,0.01018942,2.556391,6267.4335
KneeRight,0.1515792,-0.4218337,2.571194,6267.4335
AnkleRight,0.1217331,-0.7973225,2.590542,6267.4335
FootRight,0.1500973,-0.8679944,2.518253,6267.4335
SpineShoulder,0.07411074,0.5646362,2.562624,6267.4335
HandTipLeft,-0.5910239,0.707289,2.29403,6267.4335
ThumbLeft,-0.4767818,0.6948139,2.280286,6267.4335
HandTipRight,0.7431937,0.6333746,2.518828,6267.4335
ThumbRight,0.6440136,0.6282274,2.4778,6267.4335
SpineBase,0.05515896,0.01512283,2.585407,6300.4555
SpineMid,0.06516551,0.3332976,2.576669,6300.4555
Neck,0.07360601,0.6413686,2.554197,6300.4555
Head,0.1271765,0.7785151,2.536841,6300.4555
ShoulderLeft,-0.08703431,0.5404245,2.552981,6300.4555
ElbowLeft,-0.3319738,0.4283132,2.517598,6300.4555
WristLeft,-0.4486861,0.6485107,2.31383,6300.4555
HandLeft,-0.4863163,0.7061571,2.297582,6300.4555
ShoulderRight,0.2572928,0.5256248,2.587513,6300.4555
ElbowRight,0.4308931,0.3631662,2.607486,6300.4555
WristRight,0.594897,0.5732106,2.491963,6300.4555
HandRight,0.6406458,0.6404007,2.480004,6300.4555
HipLeft,-0.02487015,0.01874291,2.542038,6300.4555
KneeLeft,-0.08778271,-0.4236639,2.546976,6300.4555
AnkleLeft,-0.1039153,-0.7962328,2.554866,6300.4555
FootLeft,-0.1399603,-0.870787,2.470128,6300.4555
HipRight,0.1334974,0.01108822,2.552979,6300.4555
KneeRight,0.1504676,-0.4219186,2.569883,6300.4555
AnkleRight,0.1217748,-0.7975383,2.590093,6300.4555
FootRight,0.1501369,-0.8680002,2.518297,6300.4555
SpineShoulder,0.07173351,0.5657693,2.562104,6300.4555
HandTipLeft,-0.5451707,0.7681047,2.296731,6300.4555
ThumbLeft,-0.4335361,0.7463378,2.288833,6300.4555
HandTipRight,0.6937907,0.7016233,2.501583,6300.4555
ThumbRight,0.5994123,0.6729554,2.455588,6300.4555
SpineBase,0.05313645,0.01561893,2.583906,6332.5789
SpineMid,0.06230541,0.3337928,2.575649,6332.5789
Neck,0.07012354,0.6417739,2.554059,6332.5789
Head,0.1228998,0.779862,2.536892,6332.5789
ShoulderLeft,-0.09084702,0.5416521,2.552203,6332.5789
ElbowLeft,-0.3335777,0.4504731,2.512838,6332.5789
WristLeft,-0.4220616,0.6797473,2.317632,6332.5789
HandLeft,-0.4391198,0.7480375,2.300896,6332.5789
ShoulderRight,0.2551203,0.5265943,2.587455,6332.5789
ElbowRight,0.4391315,0.3728414,2.601304,6332.5789
WristRight,0.5651551,0.6186322,2.47315,6332.5789
HandRight,0.5933703,0.6862055,2.464357,6332.5789
HipLeft,-0.02648886,0.01932241,2.540841,6332.5789
KneeLeft,-0.08807527,-0.4236804,2.546782,6332.5789
AnkleLeft,-0.1040044,-0.7957805,2.555295,6332.5789
FootLeft,-0.1396006,-0.8703181,2.471098,6332.5789
HipRight,0.1311075,0.01145075,2.551145,6332.5789
KneeRight,0.1498007,-0.4222777,2.569009,6332.5789
AnkleRight,0.1214931,-0.7991501,2.589707,6332.5789
FootRight,0.1504187,-0.8684074,2.518226,6332.5789
SpineShoulder,0.06836221,0.5662095,2.56173,6332.5789
HandTipLeft,-0.4802968,0.8276245,2.304411,6332.5789
ThumbLeft,-0.3816937,0.7793348,2.2915,6332.5789
HandTipRight,0.6340063,0.7553358,2.480532,6332.5789
ThumbRight,0.5460544,0.7189801,2.438546,6332.5789
SpineBase,0.05168276,0.0161812,2.582889,6364.1214
SpineMid,0.05969381,0.3344689,2.574897,6364.1214
Neck,0.06629073,0.6425037,2.553952,6364.1214
Head,0.1200124,0.7800887,2.537167,6364.1214
ShoulderLeft,-0.0959302,0.5433329,2.55091,6364.1214
ElbowLeft,-0.354303,0.4577775,2.497574,6364.1214
WristLeft,-0.3807429,0.7026077,2.323732,6364.1214
HandLeft,-0.3857652,0.7848007,2.306271,6364.1214
ShoulderRight,0.2527354,0.5282884,2.586931,6364.1214
ElbowRight,0.4574025,0.3933958,2.589738,6364.1214
WristRight,0.5282604,0.6575379,2.46088,6364.1214
HandRight,0.5411365,0.72956,2.451968,6364.1214
HipLeft,-0.02804742,0.01969383,2.539708,6364.1214
KneeLeft,-0.08885391,-0.4244525,2.546458,6364.1214
AnkleLeft,-0.1039871,-0.7957677,2.555288,6364.1214
FootLeft,-0.1399408,-0.8701572,2.470243,6364.1214
HipRight,0.1298059,0.01217909,2.550236,6364.1214
KneeRight,0.1487633,-0.4217282,2.567742,6364.1214
AnkleRight,0.1214914,-0.7991014,2.589436,6364.1214
FootRight,0.1504162,-0.8680785,2.517992,6364.1214
SpineShoulder,0.06481554,0.5669367,2.561439,6364.1214
HandTipLeft,-0.3841197,0.8789523,2.318169,6364.1214
ThumbLeft,-0.3224709,0.7928434,2.298637,6364.1214
HandTipRight,0.5662571,0.8117009,2.474656,6364.1214
ThumbRight,0.4851737,0.7414918,2.43025,6364.1214
SpineBase,0.0498204,0.01663908,2.580753,6399.1411
SpineMid,0.05721768,0.3350067,2.573531,6399.1411
Neck,0.06333441,0.6430976,2.553406,6399.1411
Head,0.1156628,0.7809795,2.53685,6399.1411
ShoulderLeft,-0.09895287,0.5440866,2.549738,6399.1411
ElbowLeft,-0.3731963,0.4690486,2.482025,6399.1411
WristLeft,-0.3356189,0.7259823,2.32196,6399.1411
HandLeft,-0.3304101,0.8070934,2.311424,6399.1411
ShoulderRight,0.2513549,0.5290883,2.586271,6399.1411
ElbowRight,0.4630175,0.4022079,2.586239,6399.1411
WristRight,0.4846348,0.6799391,2.448938,6399.1411
HandRight,0.4825851,0.757787,2.438795,6399.1411
HipLeft,-0.02955686,0.0200812,2.537894,6399.1411
KneeLeft,-0.08973968,-0.4242797,2.545542,6399.1411
AnkleLeft,-0.1039583,-0.795763,2.555166,6399.1411
FootLeft,-0.1400088,-0.8701339,2.470177,6399.1411
HipRight,0.1276478,0.01269848,2.547776,6399.1411
KneeRight,0.1479622,-0.4211744,2.566841,6399.1411
AnkleRight,0.1214572,-0.8001382,2.588556,6399.1411
FootRight,0.1498791,-0.8679061,2.517452,6399.1411
SpineShoulder,0.06196419,0.5675195,2.560692,6399.1411
HandTipLeft,-0.3290968,0.8910696,2.32673,6399.1411
ThumbLeft,-0.2642379,0.8065295,2.305091,6399.1411
HandTipRight,0.489566,0.8489277,2.455225,6399.1411
ThumbRight,0.4257945,0.7554277,2.411313,6399.1411
SpineBase,0.04848491,0.0171664,2.579369,6431.3048
SpineMid,0.05569573,0.3353567,2.572487,6431.3048
Neck,0.06185972,0.643249,2.552762,6431.3048
Head,0.1129237,0.780719,2.535742,6431.3048
ShoulderLeft,-0.1031847,0.5449255,2.54747,6431.3048
ElbowLeft,-0.3734652,0.4742029,2.479211,6431.3048
WristLeft,-0.3115206,0.7287802,2.33035,6431.3048
HandLeft,-0.2792634,0.8118591,2.320171,6431.3048
ShoulderRight,0.2502078,0.5296702,2.585793,6431.3048
ElbowRight,0.4749176,0.4196703,2.580858,6431.3048
WristRight,0.4440945,0.6904737,2.438368,6431.3048
HandRight,0.4287791,0.7672503,2.425964,6431.3048
HipLeft,-0.03090545,0.02057614,2.536315,6431.3048
KneeLeft,-0.09080736,-0.4238375,2.54474,6431.3048
AnkleLeft,-0.1040881,-0.7952403,2.555131,6431.3048
FootLeft,-0.1400329,-0.8698024,2.469851,6431.3048
HipRight,0.126385,0.01323836,2.546583,6431.3048
KneeRight,0.1466761,-0.4195989,2.564791,6431.3048
AnkleRight,0.1214508,-0.8003826,2.587699,6431.3048
FootRight,0.1499045,-0.8671838,2.51611,6431.3048
SpineShoulder,0.06045676,0.5677211,2.559955,6431.3048
HandTipLeft,-0.2606514,0.8962849,2.338426,6431.3048
ThumbLeft,-0.2173094,0.7908133,2.313357,6431.3048
HandTipRight,0.4167246,0.8556442,2.439134,6431.3048
ThumbRight,0.3704772,0.7542924,2.411154,6431.3048
SpineBase,0.04742381,0.01742765,2.578466,6464.7472
SpineMid,0.05405023,0.3356324,2.571668,6464.7472
Neck,0.05969587,0.6435012,2.552135,6464.7472
Head,0.1106159,0.7807526,2.535623,6464.7472
ShoulderLeft,-0.1060146,0.5455157,2.546213,6464.7472
ElbowLeft,-0.373822,0.4823413,2.474197,6464.7472
WristLeft,-0.2723501,0.7341734,2.336863,6464.7472
HandLeft,-0.2386599,0.8094797,2.330059,6464.7472
ShoulderRight,0.2489066,0.5308982,2.585328,6464.7472
ElbowRight,0.4765151,0.4246453,2.578535,6464.7472
WristRight,0.4206989,0.6899222,2.432895,6464.7472
HandRight,0.3877441,0.7649561,2.418272,6464.7472
HipLeft,-0.03186351,0.02074147,2.53535,6464.7472
KneeLeft,-0.09174858,-0.4237721,2.544455,6464.7472
AnkleLeft,-0.1040016,-0.7949778,2.55511,6464.7472
FootLeft,-0.1402611,-0.8698583,2.46991,6464.7472
HipRight,0.1252566,0.01359271,2.545744,6464.7472
KneeRight,0.1456394,-0.419012,2.564033,6464.7472
AnkleRight,0.1213271,-0.8004161,2.58761,6464.7472
FootRight,0.1499791,-0.8670753,2.516192,6464.7472
SpineShoulder,0.05840877,0.567984,2.559278,6464.7472
HandTipLeft,-0.2154208,0.8991215,2.351892,6464.7472
ThumbLeft,-0.1768824,0.7814332,2.323714,6464.7472
HandTipRight,0.3618633,0.8506411,2.42512,6464.7472
ThumbRight,0.3304357,0.7386146,2.403053,6464.7472
SpineBase,0.04644271,0.01729883,2.577903,6500.8196
SpineMid,0.05263084,0.3356514,2.570946,6500.8196
Neck,0.05795379,0.6436887,2.551297,6500.8196
Head,0.107454,0.7817751,2.534743,6500.8196
ShoulderLeft,-0.1068212,0.5450554,2.544176,6500.8196
ElbowLeft,-0.3736692,0.4860452,2.471744,6500.8196
WristLeft,-0.2536927,0.7358747,2.342385,6500.8196
HandLeft,-0.2102255,0.7988328,2.338844,6500.8196
ShoulderRight,0.248389,0.5315677,2.5844,6500.8196
ElbowRight,0.4758255,0.4308947,2.575077,6500.8196
WristRight,0.3966984,0.6904024,2.428452,6500.8196
HandRight,0.3585679,0.7594827,2.412887,6500.8196
HipLeft,-0.03288397,0.02047588,2.534864,6500.8196
KneeLeft,-0.0929511,-0.4243495,2.544485,6500.8196
AnkleLeft,-0.1039817,-0.7949724,2.555107,6500.8196
FootLeft,-0.1403276,-0.8698897,2.469861,6500.8196
HipRight,0.1243367,0.01360265,2.545092,6500.8196
KneeRight,0.144622,-0.418264,2.563004,6500.8196
AnkleRight,0.1211621,-0.8003815,2.587326,6500.8196
FootRight,0.1499179,-0.8669398,2.516272,6500.8196
SpineShoulder,0.05673278,0.5681297,2.558471,6500.8196
HandTipLeft,-0.1808287,0.882865,2.362027,6500.8196
ThumbLeft,-0.1497096,0.7651216,2.336938,6500.8196
HandTipRight,0.3273222,0.841828,2.414675,6500.8196
ThumbRight,0.3002025,0.7326182,2.40245,6500.8196
SpineBase,0.04479675,0.01682861,2.576397,6533.8412
SpineMid,0.05071256,0.3355215,2.570069,6533.8412
Neck,0.05572413,0.643849,2.550985,6533.8412
Head,0.1051446,0.7821396,2.534207,6533.8412
ShoulderLeft,-0.10714,0.5441712,2.542169,6533.8412
ElbowLeft,-0.3742632,0.4888391,2.466846,6533.8412
WristLeft,-0.2390583,0.7315868,2.348114,6533.8412
HandLeft,-0.1936713,0.7904357,2.347234,6533.8412
ShoulderRight,0.2473223,0.5320477,2.583122,6533.8412
ElbowRight,0.4750787,0.4308913,2.574279,6533.8412
WristRight,0.3902093,0.6872413,2.426857,6533.8412
HandRight,0.3498839,0.7504071,2.411283,6533.8412
HipLeft,-0.03445863,0.01987806,2.533734,6533.8412
KneeLeft,-0.09435185,-0.4249534,2.544512,6533.8412
AnkleLeft,-0.1039172,-0.7948546,2.555095,6533.8412
FootLeft,-0.1391539,-0.8662854,2.470639,6533.8412
HipRight,0.1226615,0.01329096,2.543145,6533.8412
